PRACT_ID,FacCode,Current_status,Status_category,Primary_facility,Department_name,Section_Name
51013,BH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
51018,BH,Active,Active with Privileges,TRUE,Surgery,Podiatric Surgery
51021,BH,Active,Active with Privileges,TRUE,Medicine,Cardiovascular Disease
51022,BH,Active,Active with Privileges,TRUE,Medicine,Internal Medicine
51031,BH,Active,Telemedicine,TRUE,Medicine,Neurology
51061,BH,Active,Active with Privileges,FALSE,Surgery,
51070,BH,Active,Active with Privileges,FALSE,Surgery,Orthopaedic Surgery
51082,BH,Active,Active with Privileges,TRUE,Radiology,
51084,BH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
51088,BH,Active,Affiliate,TRUE,Surgery,Clinical Dentistry
51089,BH,Active,Active with Privileges,TRUE,Surgery,General Surgery
51100,BH,Active,Courtesy,FALSE,Medicine,Infectious Diseases
51108,BH,Active,Active with Privileges,TRUE,Surgery,Anesthesiology
51117,BH,Active,Consulting,FALSE,Medicine,TeleNeuro
51146,BH,Active,Affiliate,TRUE,Family and Community Medicine,
51150,BH,Active,Active with Privileges,FALSE,Medicine,Gastroenterology
51164,BH,Active,Courtesy,TRUE,Psychiatry,
51204,BH,Active,Consulting,TRUE,Radiology,Telemedicine
51210,BH,Active,Consulting,TRUE,Medicine,Dermatology
51212,BH,Active,Active with Privileges,TRUE,Radiology,
51235,BH,Active,Active with Privileges,FALSE,Surgery,Orthopaedic Surgery
51240,BH,Active,Affiliate,TRUE,Family and Community Medicine,
51275,BH,Active,Courtesy,TRUE,Medicine,TeleNeuro
51368,BH,Active,Telemedicine,TRUE,Medicine,Physical Medicine & Rehabilitation
51386,BH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
51405,BH,Active,Active with Privileges,FALSE,Surgery,Anesthesiology
51415,BH,Active,Active with Privileges,TRUE,Radiology,Interventional Radiology
51419,BH,Active,AHP- Active,TRUE,Surgery,
51426,BH,Active,Courtesy,FALSE,Surgery,Otolaryngology
51429,BH,Active,Consulting,TRUE,Radiology,Telemedicine
51453,BH,Active,Active with Privileges,FALSE,Medicine,Cardiovascular Disease
51481,BH,Active,Active with Privileges,TRUE,Medicine,Rheumatology
51492,BH,Active,Active with Privileges,TRUE,Medicine,Hematology and Oncology
51512,BH,Active,Active with Privileges,TRUE,Medicine,Internal Medicine
51522,BH,Active,Courtesy,FALSE,Surgery,Ophthalmology
51524,BH,Active,Courtesy,TRUE,Radiology,Interventional Radiology
51535,BH,Active,Active with Privileges,TRUE,Emergency Medicine,
51539,BH,Active,Active with Privileges,TRUE,Medicine,Nephrology
51541,BH,Active,Affiliate,TRUE,Family and Community Medicine,
51572,BH,Active,Active with Privileges,TRUE,Emergency Medicine,
51614,BH,Active,Active with Privileges,TRUE,Surgery,Oral and Maxillofacial Surgery
51623,BH,Active,Active with Privileges,TRUE,Emergency Medicine,
51624,BH,Active,Active with Privileges,FALSE,Medicine,Hospitalists
51630,BH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
51651,BH,Active,AHP- Active,FALSE,Medicine,Nephrology
51655,BH,Active,Active with Privileges,TRUE,Surgery,Clinical Dentistry
51660,BH,Active,AHP- Active,TRUE,Surgery,
51669,BH,Active,Temporary Privileges,TRUE,Medicine,Hematology and Oncology
51678,BH,Active,Active with Privileges,TRUE,Family and Community Medicine,
51694,BH,Active,Active with Privileges,TRUE,Surgery,General Surgery
51699,BH,Active,Active with Privileges,TRUE,Surgery,Vascular Surgery
51712,BH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
51714,BH,Active,Consulting,TRUE,Radiology,Telemedicine
51742,BH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
51789,BH,Active,Affiliate,TRUE,Family and Community Medicine,
51798,BH,Active,Affiliate,TRUE,Family and Community Medicine,
51805,BH,Active,AHP- Active,TRUE,Psychiatry,
51808,BH,Active,AHP- Active,FALSE,Surgery,
51809,BH,Active,Active with Privileges,TRUE,Medicine,Pulmonary Disease
51854,BH,Active,Active with Privileges,TRUE,Emergency Medicine,
51867,BH,Active,Consulting,TRUE,Radiology,Telemedicine
51887,BH,Active,AHP- Active,FALSE,Surgery,Cardiothoracic Surgery
51890,BH,Active,Courtesy,TRUE,Emergency Medicine,
51894,BH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
51902,BH,Active,Active with Privileges,FALSE,Medicine,Hospitalists
51951,BH,Active,AHP- Active,TRUE,Surgery,Cardiothoracic Surgery
51959,BH,Active,Active with Privileges,TRUE,Medicine,Hospitalists
52000,BH,Active,Courtesy,FALSE,Medicine,Nephrology
52003,BH,Active,Courtsey,TRUE,Surgery,Podiatric Surgery
52010,BH,Active,Consulting,TRUE,Radiology,Telemedicine
52024,BH,Active,Active with Privileges,TRUE,Radiology,
52052,BH,Active,Active with Privileges,TRUE,Family and Community Medicine,
52067,BH,Active,Affiliate,TRUE,Family and Community Medicine,
52081,BH,Active,Consulting,TRUE,Surgery,Ophthalmology
52082,BH,Active,AHP- Active,FALSE,Medicine,Internal Medicine
52136,BH,Active,Courtesy,TRUE,Surgery,Ophthalmology
52152,BH,Active,AHP- Active,TRUE,Emergency Medicine,
52156,BH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
52162,BH,Active,AHP- Active,FALSE,Surgery,
52207,BH,Active,Active with Privileges,TRUE,Family and Community Medicine,
52225,BH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
52238,BH,Active,AHP- Active,FALSE,Surgery,
52245,BH,Active,Active with Privileges,FALSE,Surgery,Anesthesiology
52267,BH,Active,AHP- Active,TRUE,Psychiatry,
52313,BH,Active,Active with Privileges,TRUE,Medicine,Hematology and Oncology
52318,BH,Active,Active with Privileges,TRUE,Family and Community Medicine,
52328,BH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
52334,BH,Active,AHP- Active,TRUE,Family and Community Medicine,
52340,BH,Active,Courtesy,TRUE,Medicine,Hematology and Oncology
52421,BH,Active,AHP- Active,TRUE,Surgery,Orthopaedic Surgery
52422,BH,Active,Active with Privileges,FALSE,Surgery,Podiatric Surgery
52428,BH,Active,Affiliate,TRUE,Medicine,Internal Medicine
52446,BH,Active,Courtesy,TRUE,Surgery,Oral and Maxillofacial Surgery
52455,BH,Active,Active with Privileges,FALSE,Surgery,Anesthesiology
52459,BH,Active,Courtesy,TRUE,Family and Community Medicine,
52484,BH,Active,AHP- Active,FALSE,Surgery,
52485,BH,Active,AHP- Active,TRUE,Surgery,
52487,BH,Active,Affiliate,TRUE,Medicine,Internal Medicine
52504,BH,Active,AHP- Active,FALSE,Anesthesiology,
52507,BH,Active,Active with Privileges,TRUE,Medicine,Cardiovascular Disease
52511,BH,Active,Active with Privileges,TRUE,Family and Community Medicine,
52537,BH,Active,Active with Privileges,TRUE,Family and Community Medicine,
52548,BH,Active,Active with Privileges,TRUE,Medicine,Rheumatology
52583,BH,Active,Active with Privileges,TRUE,Medicine,Hematology and Oncology
52595,BH,Active,Courtesy,FALSE,Surgery,Orthopaedic Surgery
52598,BH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
52623,BH,Active,Active with Privileges,TRUE,Psychiatry,
52638,BH,Active,AHP- Active,TRUE,Family and Community Medicine,
52646,BH,Active,Active with Privileges,FALSE,Medicine,Nephrology
52668,BH,Active,Consulting,TRUE,Radiology,Radiation Oncology
52683,BH,Active,Active with Privileges,TRUE,Family and Community Medicine,
52685,BH,Active,Active with Privileges,FALSE,Surgery,Orthopaedic Surgery
52731,BH,Active,AHP- Active,TRUE,Medicine,Gastroenterology
52739,BH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
52745,BH,Active,AHP- Active,TRUE,Surgery,Urology
52746,BH,Active,Active with Privileges,FALSE,Medicine,Pathology
52749,BH,Active,Active with Privileges,TRUE,Medicine,Internal Medicine
52750,BH,Active,Affiliate,TRUE,Surgery,Podiatric Surgery
52777,BH,Active,Consulting,TRUE,Radiology,
52782,BH,Active,Affiliate,TRUE,Family and Community Medicine,
52797,BH,Active,Active with Privileges,TRUE,Radiology,Diagnostic Radiology
52810,BH,Active,Courtesy,TRUE,Radiology,Interventional Radiology
52851,BH,Active,Affiliate,TRUE,Family and Community Medicine,
52852,BH,Active,Active with Privileges,FALSE,Surgery,Cardiothoracic Surgery
52873,BH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
52889,BH,Active,AHP- Active,TRUE,Surgery,Orthopaedic Surgery
52899,BH,Active,Active with Privileges,TRUE,Family and Community Medicine,
52901,BH,Active,Consulting,FALSE,Surgery,Plastic & Reconstructive Surgery
52937,BH,Active,Affiliate,TRUE,Medicine,Endocrinology & Metabolism
52956,BH,Active,AHP- Active,TRUE,Surgery,Anesthesiology
52958,BH,Active,Active with Privileges,TRUE,Radiology,Interventional Radiology
53010,BH,Active,Active with Privileges,TRUE,Medicine,Neurology
53032,BH,Active,AHP- Active,FALSE,Surgery,
53057,BH,Active,Affiliate,TRUE,Family and Community Medicine,
53067,BH,Active,Courtesy,FALSE,Medicine,Hospitalists
53093,BH,Active,Courtesy,TRUE,Surgery,Plastic & Reconstructive Surgery
53166,BH,Active,Active with Privileges,TRUE,Surgery,Podiatric Surgery
53174,BH,Active,Active with Privileges,TRUE,Medicine,Pain Management
53178,BH,Active,Affiliate,TRUE,Family and Community Medicine,
53179,BH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
53191,BH,Active,Consulting,TRUE,Radiology,Telemedicine
53198,BH,Active,Consulting,TRUE,Radiology,Telemedicine
53205,BH,Active,Active with Privileges,TRUE,Radiology,
53207,BH,Active,AHP- Active,FALSE,Emergency Medicine,
53209,BH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
53221,BH,Active,Courtesy,FALSE,Medicine,Nephrology
53244,BH,Active,AHP- Active,TRUE,Surgery,Cardiothoracic Surgery
53273,BH,Active,Consulting,FALSE,Surgery,Podiatric Surgery
53285,BH,Active,Affiliate,TRUE,Family and Community Medicine,
53314,BH,Active,Affiliate,TRUE,Medicine,Internal Medicine
53329,BH,Active,Courtesy,TRUE,Medicine,Cardiovascular Disease
53355,BH,Active,Active with Privileges,TRUE,Family and Community Medicine,
53358,BH,Active,Active with Privileges,TRUE,Surgery,Podiatric Surgery
53367,BH,Active,Active with Privileges,TRUE,Medicine,Physical Medicine & Rehabilitation
53368,BH,Active,Affiliate,TRUE,Medicine,Endocrinology & Metabolism
53371,BH,Active,Active with Privileges,TRUE,Medicine,Neurology
53378,BH,Active,AHP- Active,FALSE,Surgery,
53408,BH,Active,Affiliate,TRUE,Surgery,Podiatric Surgery
53430,BH,Active,Active with Privileges,TRUE,Surgery,Otolaryngology
53452,BH,Active,Affiliate,TRUE,Medicine,Allergy & Immunology
53465,BH,Active,Active with Privileges,FALSE,Surgery,Neurologic Surgery
53467,BH,Active,Courtesy,FALSE,Medicine,Nephrology
53468,BH,Active,Active with Privileges,FALSE,Medicine,Hospitalists
53478,BH,Active,Consulting,TRUE,Surgery,Ophthalmology
53494,BH,Active,Consulting,TRUE,Radiology,Telemedicine
53496,BH,Active,Courtesy,FALSE,Medicine,Nephrology
53499,BH,Active,AHP- Active,TRUE,Surgery,
53548,BH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
53549,BH,Active,AHP- Active,TRUE,Emergency Medicine,
53569,BH,Active,AHP- Active,TRUE,Medicine,Hematology and Oncology
53574,BH,Active,Active with Privileges,TRUE,Surgery,Otolaryngology
53583,BH,Active,Active with Privileges,FALSE,Surgery,Orthopaedic Surgery
53588,BH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
53597,BH,Active,Courtesy,TRUE,Surgery,Anesthesiology
53684,BH,Active,Courtesy,TRUE,Medicine,Hematology and Oncology
53717,BH,Active,AHP- Active,TRUE,Medicine,Cardiovascular Disease
53718,BH,Active,Affiliate,FALSE,Surgery,Ophthalmology
53728,BH,Active,AHP- Active,TRUE,Psychiatry,
53733,BH,Active,Consulting,FALSE,Medicine,Neurology
53799,BH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
53817,BH,Active,Telemedicine,FALSE,Medicine,Neurology
53827,BH,Active,AHP- Active,FALSE,Surgery,
53830,BH,Active,AHP- Active,TRUE,Medicine,Cardiovascular Disease
53865,BH,Active,AHP- Active,FALSE,Surgery,Cardiothoracic Surgery
53873,BH,Active,Active with Privileges,TRUE,Medicine,Neurology
53874,BH,Active,AHP- Active,TRUE,Medicine,Gastroenterology
53883,BH,Active,Courtesy,TRUE,Radiology,Telemedicine
53884,BH,Active,Active with Privileges,TRUE,Radiology,
53897,BH,Active,AHP- Active,TRUE,Medicine,Hospitalists
53899,BH,Active,Active with Privileges,FALSE,Surgery,Anesthesiology
53915,BH,Active,Active with Privileges,FALSE,Medicine,TeleNeuro
53925,BH,Active,Active with Privileges,TRUE,Surgery,Urology
53930,BH,Active,Affiliate,TRUE,Family and Community Medicine,
53954,BH,Active,Consulting,TRUE,Medicine,Dermatology
53979,BH,Active,Consulting,TRUE,Radiology,Telemedicine
53985,BH,Active,Consulting,TRUE,Radiology,Telemedicine
54015,BH,Active,AHP- Active,FALSE,Medicine,Hospitalists
54017,BH,Active,Active with Privileges,TRUE,Surgery,Otolaryngology
54037,BH,Active,Active with Privileges,TRUE,Psychiatry,
54038,BH,Active,Active with Privileges,TRUE,Psychiatry,
54046,BH,Active,Consulting,TRUE,Medicine,TeleNeuro
54065,BH,Active,Consulting,TRUE,Radiology,Telemedicine
54080,BH,Active,Courtesy,FALSE,Medicine,Pathology
54088,BH,Active,Courtesy,TRUE,Emergency Medicine,
54093,BH,Active,AHP- Active,TRUE,Surgery,
54094,BH,Active,Courtesy,TRUE,Medicine,Allergy & Immunology
54103,BH,Active,Active with Privileges,TRUE,Surgery,Urology
54105,BH,Active,Active with Privileges,TRUE,Emergency Medicine,
54107,BH,Active,AHP- Active,TRUE,Surgery,Orthopaedic Surgery
54108,BH,Active,Active with Privileges,TRUE,Medicine,Physical Medicine & Rehabilitation
54110,BH,Active,AHP- Active,TRUE,Emergency Medicine,
54112,BH,Active,AHP- Active,TRUE,Surgery,
54127,BH,Active,Courtesy,TRUE,Radiology,Telemedicine
54148,BH,Active,Consulting,TRUE,Radiology,Telemedicine
54154,BH,Active,Consulting,TRUE,Radiology,Telemedicine
54165,BH,Active,Consulting,TRUE,Radiology,Telemedicine
54171,BH,Active,Consulting,TRUE,Radiology,Telemedicine
54172,BH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
54185,BH,Active,Courtesy,TRUE,Radiology,Telemedicine
54188,BH,Active,Active with Privileges,TRUE,Radiology,Interventional Radiology
54192,BH,Active,Affiliate,TRUE,Medicine,Dermatology
54220,BH,Active,Consulting,TRUE,Radiology,Telemedicine
54236,BH,Active,Consulting,TRUE,Medicine,TeleNeuro
54244,BH,Active,Active with Privileges,FALSE,Medicine,Hospitalists
54277,BH,Active,Courtesy,FALSE,Medicine,Neurology
54330,BH,Active,Affiliate,TRUE,Medicine,Endocrinology & Metabolism
54344,BH,Active,Active with Privileges,TRUE,Radiology,Radiation Oncology
54357,BH,Active,AHP- Active,TRUE,Medicine,Pulmonary Disease
54369,BH,Active,Active with Privileges,TRUE,Medicine,Neurology
54387,BH,Active,Courtesy,FALSE,Medicine,Nephrology
54414,BH,Active,Telemedicine,TRUE,Radiology,Telemedicine
54437,BH,Active,AHP- Active,TRUE,Surgery,Orthopaedic Surgery
54457,BH,Active,Telemedicine,TRUE,Radiology,Telemedicine
54458,BH,Active,Active with Privileges,TRUE,Medicine,Hospitalists
54468,BH,Active,Active with Privileges,TRUE,Medicine,Cardiovascular Disease
54469,BH,Active,Active with Privileges,TRUE,Radiology,
54479,BH,Active,Active with Privileges,TRUE,Medicine,Cardiovascular Disease
54486,BH,Active,Active with Privileges,TRUE,Emergency Medicine,
54499,BH,Active,Consulting,TRUE,Medicine,Allergy & Immunology
54505,BH,Active,Telemedicine,TRUE,Medicine,Neurology
54508,BH,Active,Active with Privileges,TRUE,Psychiatry,
54521,BH,Active,Active with Privileges,TRUE,Surgery,General Surgery
54530,BH,Active,Consulting,TRUE,Surgery,Ophthalmology
54540,BH,Active,Telemedicine,TRUE,Radiology,Telemedicine
54543,BH,Active,Active with Privileges,TRUE,Medicine,Hospitalists
54553,BH,Active,Consulting,TRUE,Radiology,Telemedicine
54558,BH,Active,Telemedicine,TRUE,Radiology,Telemedicine
54560,BH,Active,Active with Privileges,TRUE,Medicine,Infectious Diseases
54564,BH,Active,Affiliate,TRUE,Medicine,Neurology
54569,BH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
54596,BH,Active,Telemedicine,TRUE,Medicine,Neurology
54603,BH,Active,AHP- Active,TRUE,Emergency Medicine,
54607,BH,Active,Active with Privileges,TRUE,Medicine,Hematology and Oncology
54642,BH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
54652,BH,Active,Consulting,TRUE,Radiology,
54657,BH,Active,Consulting,FALSE,Radiology,Radiation Oncology
54666,BH,Active,Telemedicine,TRUE,Radiology,Telemedicine
54680,BH,Active,Active with Privileges,TRUE,Medicine,Hospitalists
54691,BH,Active,Active with Privileges,TRUE,Surgery,Vascular Surgery
54704,BH,Active,Courtesy,TRUE,Psychiatry,
54711,BH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
54734,BH,Active,Consulting,FALSE,Surgery,Neurologic Surgery
54764,BH,Active,Courtesy,TRUE,Radiology,Interventional Radiology
54776,BH,Active,Affiliate,TRUE,Medicine,Endocrinology & Metabolism
54806,BH,Active,Active with Privileges,FALSE,Medicine,Hospitalists
54857,BH,Active,Active with Privileges,TRUE,Surgery,Vascular Surgery
54878,BH,Active,Consulting,TRUE,Radiology,
54883,BH,Active,Active with Privileges,TRUE,Radiology,Radiation Oncology
54888,BH,Active,AHP- Active,TRUE,Surgery,
54897,BH,Active,Active with Privileges,FALSE,Surgery,Otolaryngology
54924,BH,Active,Consulting,FALSE,Medicine,Neurology
54929,BH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
54951,BH,Active,Consulting,TRUE,Radiology,Telemedicine
54959,BH,Active,Active with Privileges,TRUE,Surgery,Plastic & Reconstructive Surgery
54971,BH,Active,Active with Privileges,TRUE,Surgery,Orthopaedic Surgery
55003,BH,Active,Affiliate,TRUE,Family and Community Medicine,
55017,BH,Active,AHP- Active,TRUE,Surgery,Plastic & Reconstructive Surgery
55149,BH,Active,Active with Privileges,TRUE,Psychiatry,
55152,BH,Active,Active with Privileges,TRUE,Radiology,Interventional Radiology
55165,BH,Active,AHP- Active,FALSE,Medicine,Internal Medicine
55167,BH,Active,Active with Privileges,TRUE,Emergency Medicine,
55171,BH,Active,AHP- Active,TRUE,Surgery,Orthopaedic Surgery
55181,BH,Active,Telemedicine,TRUE,Radiology,Telemedicine
55182,BH,Active,AHP- Active,FALSE,Surgery,
55197,BH,Active,Active with Privileges,FALSE,Medicine,TeleNeuro
55205,BH,Active,Active with Privileges,FALSE,Surgery,
55206,BH,Active,Active with Privileges,FALSE,Medicine,Pathology
55208,BH,Active,Active with Privileges,TRUE,Surgery,Urology
55256,BH,Active,Active with Privileges,FALSE,Medicine,Gastroenterology
55291,BH,Active,Consulting,FALSE,Medicine,TeleNeuro
55296,BH,Active,Active with Privileges,TRUE,Psychiatry,
55322,BH,Active,AHP- Active,TRUE,Surgery,Anesthesiology
55328,BH,Active,AHP- Active,TRUE,Surgery,Urology
55330,BH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
55331,BH,Active,Courtesy,TRUE,Radiology,Telemedicine
55379,BH,Active,Active with Privileges,TRUE,Family and Community Medicine,
55399,BH,Active,AHP- Active,TRUE,Surgery,Anesthesiology
55428,BH,Active,AHP- Active,FALSE,Medicine,Hospitalists
55429,BH,Active,AHP- Active,TRUE,Medicine,Cardiovascular Disease
55439,BH,Active,Courtesy,TRUE,Family and Community Medicine,
55450,BH,Active,Active with Privileges,TRUE,Psychiatry,
55464,BH,Active,AHP- Active,TRUE,Surgery,Anesthesiology
55466,BH,Active,Courtesy,TRUE,Radiology,Telemedicine
55467,BH,Active,Consulting,TRUE,Radiology,Telemedicine
55485,BH,Active,AHP- Active,TRUE,Medicine,Nephrology
55506,BH,Active,Active with Privileges,TRUE,Emergency Medicine,
55532,BH,Active,Active with Privileges,TRUE,Surgery,Podiatric Surgery
55535,BH,Active,Active with Privileges,TRUE,Surgery,Urology
55540,BH,Active,Active with Privileges,TRUE,Emergency Medicine,
55542,BH,Active,AHP- Active,TRUE,Anesthesiology,
55559,BH,Active,Courtesy,TRUE,Radiology,Telemedicine
55565,BH,Active,Active with Privileges,TRUE,Psychiatry,
55587,BH,Active,Courtesy,TRUE,Radiology,Telemedicine
55598,BH,Active,AHP- Active,TRUE,Medicine,Hospitalists
55620,BH,Active,Affiliate,TRUE,Family and Community Medicine,
55630,BH,Active,Consulting,TRUE,Radiology,Telemedicine
55631,BH,Active,Active with Privileges,FALSE,Medicine,Hospitalists
55633,BH,Active,Active with Privileges,TRUE,Surgery,Otolaryngology
55651,BH,Active,AHP- Active,FALSE,Medicine,Hospitalists
55681,BH,Active,AHP- Active,TRUE,Surgery,Anesthesiology
55684,BH,Active,AHP- Active,FALSE,Surgery,Anesthesiology
55690,BH,Active,Active with Privileges,TRUE,Radiology,Diagnostic Radiology
55707,BH,Active,Active with Privileges,FALSE,Surgery,Anesthesiology
2060,CHH,Active,Active with Privileges,FALSE,Medicine,Internal Medicine
3563,CHH,Active,Active with Privileges,FALSE,Medicine,Internal Medicine
3832,CHH,Active,Active with Privileges,FALSE,Medicine,Internal Medicine
3970,CHH,Active,Active with Privileges,FALSE,Medicine,Internal Medicine
